,_id,workerId,textId,prediction,label,stance,leaning,text
6756,iSofrCQb3ijE2macA,worker331,1392,Non-Biased,Biased,Republican,0,"However, this intentionally cruel right-wing political maneuver is so unpopular -- especially today -- that there was no trumpeting of the legal filing by the White House to strike Obamacare. "
6757,iStxgHHWDL3X7iFLK,worker237,580,Non-Biased,Biased,Republican,1,Hungary is backing President Trump in his crackdown on migrants claiming asylum at the southern border -- as the government touts its own success in drastically reducing the influx of migrants into the country.
6758,iSzYWtdsBJu64wJjm,worker106,199,Biased,Biased,Republican,0,"At a Republican dinner in Lewiston, Maine, on Saturday night, Sen. Susan Collins gave a rousing welcome to former Gov. Paul LePage, whined about dark money being spent against her, and lied about the damage done by the 2017 tax scam bill, for which she provided the deciding vote. "
6759,iTXcf4pzHxfTvbwP2,worker258,1259,Biased,Biased,Democrats,0,"Not since the Jim Crow South years have we had to worry about people's physical safety as they approach the polls to cast their vote -- and the ""Four More Years"" folks and other gun-toting Trump supporters have, I fear, just gotten started. "
6760,iTqPCP4BnqK3T9jkf,worker4,749,Biased,Biased,Democrats,1,Bernie Sanders Claims Medicare for All Will Save Americans ‘Substantial Sums’
6761,iTqsLjjzD7fRB6Yv5,worker261,531,Biased,Biased,Democrats,0,"The president has failed miserably at handling the first serious challenges of his presidency: COVID-19 and the racial justice protests, Conway charged. They have not only revealed the incompetence of the “failing, flailing” president, but his inhumanity as well, Conway argued."
6762,iWZ3NGa2exP7KcCgo,worker288,1723,Biased,Biased,Democrats,1,"The campaign believes the push can help Trump by drumming up support from suburban and older voters who may be rattled by violent images, which have been broadcast often by conservative media outlets."
6763,iWqecvyQq37decAQp,worker83,450,Non-Biased,Biased,Democrats,0,"If Trump’s actions threatened to turn the culture war into an active shooting war, that would just be collateral damage on the road to his political recovery."
6764,iWvLfhx6qceWoEcY9,worker301,542,Non-Biased,Non-biased,Democrats,1,Rep. Steve King’s (R-Iowa) comments on race earlier this month elicited a warranted firestorm of indignation across American politics and media.
6765,iX8QmexKJHw2qdkN5,worker23,1953,Biased,Non-biased,Democrats,1,"The mayor of Minneapolis called Wednesday for criminal charges against the white police officer seen on video kneeling against the neck of a handcuffed Floyd, the black man who complained that he could not breathe and died in police custody."
6766,iXCwnFBHBAWfH3Juu,worker20,639,Non-Biased,Biased,Democrats,1,"Every corporate mainstream media organization has repeatedly claimed, without evidence, that tariffs were hurting U.S. consumers."
6767,iXP8vxnNGvS2B68D5,worker129,868,Biased,Biased,Republican,1,"The American Petroleum Institute's (API's) estimates were released two days before South Carolina's Democratic primary, where the candidates will compete with platforms that push aggressive agendas on energy and the environment."
6768,iYLZcjDMxQyTGj2Y3,worker88,846,Biased,Non-biased,Republican,0,Tlaib charged that Israel is using U.S. funding to further its goal of an ethno-supremacist state.
6769,iYMcAJQLYGSPQeyTb,worker165,226,Biased,Biased,Democrats,1,"Having a baby is hard, caring for a baby is hard, going back to work after a leave is hard but a few weeks of salary is not worth killing your baby for."
6770,iYXu59Xwv8nSDgseh,worker51,1753,Biased,Biased,Democrats,1,"The bureaucrats and local would-be dictators concocting their various plans to protect us all from each other have to be relieved of their power or the police state will be permanent. So how did we get here, and how do we reclaim our liberty and the right to take risks to survive?"
6771,iYekYNd9qpXExhczx,worker119,232,Biased,Biased,Democrats,0,"The utter failure of private capitalism to prepare for the coronavirus should have surprised no one. Private capitalism, as business school graduates repeat, focuses on profit. The “profit incentive,” they learn, makes private capitalism the superior, “most efficient” economic system available."
6772,iYom7uMpBJjncvRbm,worker265,772,Biased,Biased,Republican,0,"But in her rush for snarky liberal-bashing, Swoyer misses the real story about Alexandria Ocasio-Cortez’s pricey haircut: the blatant and disparate “female tax” that women in power must pay to achieve and maintain their power."
6773,iYy22P3BZ4z6FHXoC,worker309,1163,Biased,Biased,Democrats,1,"The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November."
6775,iZay4Cv8kEKXLJyK9,worker386,702,Biased,Biased,Democrats,1,Democrats are shortsighted if they simply believe that creating new limits on gun ownership will increase Americans’ safety.
6776,iaAWuBPcF5hPHGJ6Y,worker192,1539,Biased,Biased,Democrats,0,"For years, people opposed to vaccines have flooded Hotez’s social media accounts, calling him a shill for the pharmaceutical industry, though he’s never been paid by a drugmaker. "
6777,iaMyzEs6QsRiZCNzS,worker233,232,Biased,Biased,Democrats,0,"The utter failure of private capitalism to prepare for the coronavirus should have surprised no one. Private capitalism, as business school graduates repeat, focuses on profit. The “profit incentive,” they learn, makes private capitalism the superior, “most efficient” economic system available."
6778,iaPbbPhxWuy8KwXxu,worker276,1902,Non-Biased,Biased,Democrats,0,"After witnessing the right-wing reaction to Greta Thunberg, the teenage climate activist from Sweden who spoke at the United Nations this week, there can be no doubt that modern-day conservatism, especially the Republican Party, functions primarily as a protection racket for the fragile egos of mediocre white men. "
6779,iahnvkwwj43zyP6ri,worker280,280,Non-Biased,Biased,Democrats,0,"Remarkably, the first three years of Trump’s presidency were relatively smooth sailing outside of self-inflicted crimes and mishaps. His actual approach to life was never fully tested in the Oval Office. Now, with the first real challenge of his presidency, he is utterly adrift."
6780,iakzgfzcu373Jmcst,worker302,1877,Biased,Biased,Democrats,0,"As the future administration of Joe Biden and Kamala Harris heads for the White House (no matter the recalcitrant loser still ensconced there), the rest of us must equip ourselves with both courage and caution, living as we do in a divided nation, in -- to be exact -- two very different Americas."
6781,iauTPonToeZtvwMRt,worker381,955,Biased,Biased,Democrats,0,"In 2018, Trump spoke wistfully about Chinese President Xi Jinping’s ability to change the constitution and scrap limits on the number of terms he could serve. And today he is trying to get Russia reinstated into the Group of 7, the organization of large democratic economies, even as Putin seeks to extend his presidential term until 2036 and still retains control of a portion of Ukraine, the reason Russia was expelled from what had been the G8 in the first place."
6782,ib7svbKv72PD22mLh,worker122,1645,Non-Biased,Biased,Democrats,0,"Biden spoke passionately Saturday night about handing out food to children and adults with his wife, Jill, and his grandchildren earlier in the day as he blamed President Donald Trump, who has proposed and begun to implement deep benefit cuts for federal subsidies benefiting the poor"
6783,ibHg2btX4SRyotiu6,worker103,861,Biased,Biased,Republican,1,House and Senate Democrats are responding to the coronavirus outbreak in the United States by supporting measures to effectively strip President Trump of his authority to impose travel bans to protect American citizens.
6784,ibkxyF5sdn8PXCBJz,worker357,1830,Biased,Biased,Democrats,1,A pro-Trump political ad quotes Joe Biden directly and the lying liars at the lying PolitiFact still rate it “mostly false.”
6785,ibqL4QGEY8yjPXLgL,worker341,663,Biased,Biased,Democrats,1,The astute observer will note that China is not exactly eager to take in large numbers of migrants or refugees from beyond its borders.
6786,ic6gPm2JqmXxC8nAp,worker30,705,Biased,Biased,Republican,1,"House Speaker Nancy Pelosi (D-CA) on Monday waxed hyperbolic about the 2020 presidential election, telling an audience that “civilization as we know it is at stake.”"
6787,id5kySrTvx5EEJJ2p,worker177,728,Non-Biased,Biased,Republican,0,"The right-wing media personality, who claimed the 2012 Sandy Hook massacre was a hoax, was sued by the parent of a young boy slain in the attack."
6788,idg8ZPWpsKJPZm5Jg,worker150,1591,Biased,Biased,Democrats,1,"Banks lamented that China has now become a partisan issue simply because Trump has blamed China for trying to hide the discovery of the coronavirus in Wuhan, China, and allowing it to spread to the rest of the world."
6789,idqvj9w4btMSgDH96,worker52,1057,Non-Biased,Non-biased,Republican,1,"China is watching Japan-South Korea conflict carefully, nervous about the regional economic disruption but perhaps seeing an opportunity to isolate Japan and build stronger ties with South Korea."
6790,ieY4tszk7efjyb77L,worker215,247,Biased,Non-biased,Democrats,0,"South Bend Mayor Pete Buttigieg, a Democratic candidate for president in 2020, called out President Donald Trump for not doing enough to nip white nationalism in the bud, and thereby being partially responsible for mass shootings like the one in El Paso on Saturday."
6791,ieesDd3aPr7dNw9ro,worker168,420,Biased,Biased,Democrats,0,"In an age when media stardom apparently confers some kind of universal expertise, it’s probably not a complete surprise that Republican House leaders keep trotting out pundit/provocateur Candace Owens to testify in congressional hearings on what should be a matter requiring the utmost seriousness and gravity: white nationalist terrorism and its toll on the American social fabric."
6792,iev548gF642ge5Mee,worker191,1758,Biased,Biased,Democrats,0,"That the Secret Service takes precautions to protect the president in a time of chaos is, in itself, to be expected. But the contrast between Trump’s chest-thumping and the fact that he was cowering in the basement was objectively funny.  Unsurprisingly, a lot of people made fun of him, and he didn’t like it."
6793,if2YaNcJzx8ewGhCo,worker250,1345,Biased,Non-biased,Republican,1,The free health care for DACA illegal aliens provision is just one of many major changes to the nation’s immigration system.
6794,ifi4syg2yWa5HeW8n,worker296,1277,Biased,Biased,Democrats,1,"We might note that at the time of this Texas ruling, national liberals were spluttering with outraged opposition."
6795,ifoyeYoat7CgW63ue,worker180,1786,Biased,Biased,Democrats,1,"Today’s mainstream media doesn’t want you to remember, but the early days of feminism were rife with ideological battles and  backstabbing that would put a medieval court to shame."
6797,igatRS3nuJKrKy7me,worker237,1468,Biased,Biased,Republican,1,Bloomberg looked like that 3-point favorite in college football walking into a trap game unprepared/looking ahead on the road and getting walloped by the home dog.
6798,igmFNrrTMiAT5gXNJ,worker96,1221,Biased,Biased,Democrats,0,That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.
6800,ihjM4as5GPH6danDj,worker181,1914,Biased,Non-biased,Republican,0,"AOC, like all powerful women, has to go through a rigorous beauty regimen simply to exist in the public eye."
6801,ihqctJ737jYnnsT2D,worker264,907,Biased,Non-biased,Democrats,0,"Coach Guerrier adds that the referee’s continued mid-game scrutiny ultimately made “a spectacle” of her daughter, and that he continued to insist that something would have to be done as the child grows up and continues to compete in the sport."
6802,ii7XTeg2466S8Trw9,worker29,1925,Non-Biased,Biased,Democrats,0,"When the nation's highest civilian honor went to a right-wing media personality, it served as an oddly appropriate capstone to Trump's broader goals."
6804,iioyRERdA8fztjNMk,worker264,1297,Biased,Non-biased,Democrats,1,"Mason Lowe — described as a beloved professional bull rider and a star in the sport — was competing in an event in Colorado on Tuesday night when he was knocked off a bull who then stomped on his chest, killing him, officials and witnesses said."
6805,ij7b7tmGG4z583MyY,worker85,1853,Non-Biased,Biased,Republican,1,"On July 15, New York City cops were bloodied in broad daylight by assailants who know that Mayor Bill De Blasio shares their dislike for the police."
6806,ijW3zz92MGwM3Xz3G,worker182,1584,Non-Biased,Biased,Democrats,1,"The taxpayer-funded BBC has announced that 16-year-old eco-warrior Greta Thunberg will be guest-editing the broadcaster’s flagship current affairs radio programme, the Today show."
6807,ijuwK5xiPKfZnmj6g,worker214,88,Biased,Biased,Democrats,1,Many people have sought to fetishise Britain’s health bureaucracy as the nation’s saviour during this crisis.
6809,ikbTeT7ZPpi2Bp2fo,worker7,645,Biased,Biased,Democrats,1,"There is zero chance any significant resistance to their demands will be mounted by a single Democrat lawmaker, no matter what they tell gullible red and purple-state constituents when they run for office as “moderates” who respect the hell out of America’s gun rights."
6811,ikezLQrcoBzfKYuKj,worker215,1649,Non-Biased,Non-biased,Democrats,0,"John Coughlin’s burgeoning career was recently shrouded in controversy after the U.S. Center for SafeSport placed a temporary restriction on his eligibility to be involved figure skating on Dec. 17, USA Today first reported. "
6812,ikhnEQpDksajNjWmd,worker381,723,Biased,Non-biased,Democrats,1,"A shocking new study says that the ice in the Arctic Ocean will disappear by 2050, which could have ""substantial"" implications on the ecosystem and the climate in the region."
6813,im4vJtpnqc2wMtAh8,worker94,1139,Biased,Biased,Republican,1,Letters from GOP members of Congress and national pro-life leaders to the White House and the Food and Drug Administration (FDA) last week asserted Democrats are attempting to exploit the coronavirus pandemic for the purpose of advancing their party’s pro-abortion agenda.
6815,inmKMPchFep9wcWmz,worker334,770,Non-Biased,Biased,Democrats,0,Trump's payroll tax ploy ploy endangers Social Security — and it will have to be paid back next year
6816,inupn9nnfisCnjjZW,worker228,1668,Biased,Biased,Republican,0,"Trump, of course, is his most stunning when he’s off-book, and not in the “my eldest daughter is stunning” kind of way."
6817,inwnNrN8MQEr4tH4K,worker338,1921,Biased,Biased,Independent,0,"The network also hypes the idea that nonwhite immigrants are dirty and diseased, as well as inherently criminal."
6818,inxkNYQfjiLCxcWGR,worker4,1525,Biased,Non-biased,Democrats,1,Rap superstar Kanye West has hinted at postponing his bid for the U.S. presidency after questioning whether all black people should be voting for Democratic nominee Joe Biden.
6819,inysJsP3iiccCBS3x,worker301,955,Biased,Biased,Democrats,0,"In 2018, Trump spoke wistfully about Chinese President Xi Jinping’s ability to change the constitution and scrap limits on the number of terms he could serve. And today he is trying to get Russia reinstated into the Group of 7, the organization of large democratic economies, even as Putin seeks to extend his presidential term until 2036 and still retains control of a portion of Ukraine, the reason Russia was expelled from what had been the G8 in the first place."
6820,ioJXqoTjgCK4fra4q,worker296,1904,Biased,Non-biased,Democrats,1,"Larry Kudlow, one of President Donald Trump’s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Biden’s plan to raise taxes as the economy emerged from the coronavirus pandemic was “crazy.”"
6821,ioMXDSYWPtsx2oHsD,worker56,257,Non-Biased,Biased,Democrats,1,Joe Biden’s ‘Unity’ Platform with Bernie Sanders Gives Free Health Care to DACA Illegal Aliens
6823,ipvng9kWzDFabP4pX,worker140,1694,Biased,Biased,Independent,1,"Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates..."
6824,iq39nYbrscg3vwyaQ,worker263,975,Biased,Biased,Democrats,1,President Donald Trump ridiculed former Secretary of State Colin Powell on Sunday for endorsing former Vice President Joe Biden for president.
6825,iq4gYSsHtrgrR9nSe,worker13,246,Biased,Biased,Democrats,1,An angry Senate Majority Leader Mitch McConnell (R-KY) slammed Democrats for voting against the bill and blamed House Speaker Nancy Pelosi (D-CA) for nixing bipartisan negotiations over a coronavirus package.
6827,iqiKQqfmwcg54T2A8,worker240,1902,Non-Biased,Biased,Republican,0,"After witnessing the right-wing reaction to Greta Thunberg, the teenage climate activist from Sweden who spoke at the United Nations this week, there can be no doubt that modern-day conservatism, especially the Republican Party, functions primarily as a protection racket for the fragile egos of mediocre white men. "
6828,iqv4iL9GY7BXXqy9i,worker244,1758,Biased,Biased,Republican,0,"That the Secret Service takes precautions to protect the president in a time of chaos is, in itself, to be expected. But the contrast between Trump’s chest-thumping and the fact that he was cowering in the basement was objectively funny.  Unsurprisingly, a lot of people made fun of him, and he didn’t like it."
6829,ir6b7zP38J6fmbgg8,worker198,1777,Biased,Biased,Democrats,0,"Facebook, YouTube and Amazon all answered with policy changes, removing some fear-mongering content related to vaccines."
6830,ir9QEn9qmiLhaM45i,worker14,1698,Biased,Non-biased,Democrats,0,The far right wants to make its shared fantasy of violent civil war a reality
6831,irKyAtMF8qNLSEDBt,worker384,940,Biased,Biased,Independent,0,"It's hard to describe what is actually happening in this country without sounding hyperbolic. But this is where we are: Republicans under Trump have whipped themselves into a racist hysteria, and have decided nothing short of straight-up warfare on American cities can make the world right again."
6832,irk5in6Tq23uuwApB,worker368,1731,Non-Biased,Biased,Republican,1,"Sargent has written leftist pieces at the Washington Post for years. In March 2016, Sargent called then-candidate Donald Trump a “nightmare nominee,” saying that not even white men like Trump."
6833,irkNEECAFBRtyByCy,worker365,449,Biased,Non-biased,Democrats,1,Bouchard commented on his efforts to secure state preemption of the myriad gun-free zones in the state.
6834,iruybAvRuFhujp6BA,worker32,54,Biased,Non-biased,Democrats,1,Trade jobs such as electricians or carpenters are in demand and provide steady salaries. Policymakers shouldn’t deter students who know a good job when they see it.
6835,is5RuQr5Z29RChQ8E,worker96,46,Non-Biased,Biased,Democrats,1,Refugees have become a hot button issue as millions attempted to flee the terrorist group ISIS and the southern border was swamped with asylum claims.
6836,isBoKnyrNWKRF5XBT,worker60,816,Biased,Non-biased,Republican,1,"Sallie Mae sales employees were rewarded this week with a five-day, all-expenses-paid trip to Hawaii for achieving a record year of $5 billion in student loans, adding to the reported $1.6 trillion in student loan debt for Americans."
6839,isWGfBL5yrmAELszd,worker236,852,Biased,Biased,Independent,0,"Take the case of non-Hodgkin’s lymphoma survivor Chris Gonzalez; after being laid off by Goldman Sachs, the federal government gave him some relief by suspending his federal student loan payments. New Jersey, on the other hand, sued him and proceeded to snap up a state tax refund he was counting on."
6840,iscTMYNri4acPKhkh,worker172,1822,Biased,Non-biased,Republican,1,"Even pro-life leaders have expressed their approval of using vaccines produced with fetal cell lines, in cases with no alternative."
6841,isgWPRav4BQdkFWD2,worker37,473,Biased,Biased,Democrats,0,"Indeed, just this week, Donald Trump, who once said the climate crisis was a hoax concocted by the Chinese, marveled at cold temperatures throughout the Midwest, convinced that the frigid weather is evidence of … something."
6842,itBKoNgwjywzN5xAh,worker235,1791,Non-Biased,Biased,Democrats,0,"In an era in which domestic terrorism is an increasingly deadly societal scourge, it’s dangerous when a sitting American president lies to rabid followers with tales of infants being executed in medical facilities."
6843,itrP7LLD9bQTNYrhj,worker130,358,Biased,Biased,Republican,1,The argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state salves left-wing Christians' consciences for their support of radically pro-abortion politicians like Sen. Bernie Sanders.
6844,iv5cNDWWYwLpQ6Xdz,worker94,41,Non-Biased,Biased,Republican,0,"The “baby parts” debacle from a few years ago is another example of how the anti-choice movement is not a group sober-minded devout Christians who just love “life,” but in fact a bunch of fanatics who have contempt for the truth and think nothing of spinning wild stories and engaging in implausible thought-experiments in their efforts to smear feminists."
6845,ivrzt82N5cshxS8Ru,worker210,1742,Biased,Biased,Democrats,1,"Here, for example, is a tweet video of woke hipsters saluting protesters—and getting their windows smashed with rocks. "
6846,iwroTuRg2HHHwCh9z,worker306,1158,Biased,Biased,Democrats,1,"The devil is in the details, however, since—while some charter schools are effective in achieving student success—others have been examples of cronyism and corruption as a result of arrangements between politicians and private businesses."
6847,iwy7B2KEEKpGRALBe,worker240,64,Non-Biased,Biased,Republican,1,The intersectionality-obsessed media claims Buttigieg doesn't have enough diversity points to run for president.
6848,ixNF24jDoiFmafcRW,worker93,1117,Biased,Biased,Democrats,1,"In the Spectator, Matt Ridley provides further evidence that the leftist ideologues who infest Britain’s bloated, self-serving, inefficient healthcare bureaucracy are peevishly rejecting numerous offers from the private sector for political reasons"
6849,ixSKSo3mKue7BKvQ4,worker293,294,Biased,Non-biased,Democrats,0,Gun enthusiasts cannot admit that they like firearms because they fear black people.
6850,ixT8Higzmzk57psBi,worker118,1225,Non-Biased,Biased,Democrats,0,Closing the gender pay gap is not rocket science – even though recently graduated female rocket scientists earn 89 cents on the dollar to their male peers.
6851,iyZbSwaYAWvtPiXZa,worker182,153,Biased,Non-biased,Democrats,0,The Brazilian superstar’s career is a testament to what’s possible in women’s soccer — and also a reminder of how little attention the sport still receives.
6855,izx2FEdj8ud257LHY,worker296,1328,Biased,Biased,Democrats,1,"In addition to mocking Ivanka for her looks, the exhibit that invites people to throw trash at vacuuming Ivanka Trump lookalike demeans the First Daughter’s success as a business woman and White House advisor to that of a woman with a vacuum—as if something’s wrong with that, too. "
6857,j43zQJ5Y3YbD7eg6p,worker47,117,Non-Biased,Biased,Republican,0,"Reports of Americans misusing bleach and other disinfectants quickly flooded the news, as hospital emergency rooms saw spikes in bleach exposure and other similar poisonings. When confronted with the news of people misusing bleach, Trump refused to take any responsibility."
6859,j4CedSjt3hi2N4nZ7,worker243,699,Biased,Biased,Democrats,0,"Some people have expressed concern that full cancellation could reward wealthier—and whiter—people, who are less in need than others. But full cancellation will reduce the racial wealth gap. "
6860,j4PkK6LNv9tC9sEaE,worker0,1539,Biased,Biased,Democrats,0,"For years, people opposed to vaccines have flooded Hotez’s social media accounts, calling him a shill for the pharmaceutical industry, though he’s never been paid by a drugmaker. "
6861,j55s2H5jXE5qhYego,worker80,317,Biased,Non-biased,Republican,1,"On January 20, 2020, thousands upon thousands of Virginians descended upon Richmond to oppose Northam’s gun control push."
6863,j685vTGF8xMtEMxFH,worker293,407,Biased,Non-biased,Democrats,0,"How we treat people at or inside our border certainly deserves attention, but we cannot ignore that many people come to the United States in the first place because our foreign policies—by both Democrats and Republicans—force them to leave their homes in Latin America and elsewhere."
6864,j6D2ciFGJkS9Fa4tA,worker83,1579,Biased,Biased,Democrats,1,The left-wing mob had gathered in Parliament Square in London in defiance of the coronavirus lockdown to protest over the death of George Floyd in the United States and the supposed implicit racism they believe is ingrained in the British and American systems of government.
6865,j6HyBwp3j2xE7Wbd6,worker16,1956,Biased,Biased,Democrats,0,"Spencer speculated that the media may be ""soulless golem,"" a reference to magically animated beings from Jewish folklore."
6866,j6LqRFT3WwH3osRPR,worker12,1209,Biased,Biased,Independent,0,"Donald Trump, by design, is a chaos monster who shovels crap out faster than people can process it. "
6867,j6NnqMb6QyZCtZFbZ,worker379,1905,Biased,Biased,Democrats,1,"For the latest grisly example of hypocrisy, “progressive” cronyism, feminist cry-bullying, and Deep State entrenchment, look no further than Britain’s Chief Medical Officer Dame Sally Davies."
6868,j6WCH54p9LsgYv8Z7,worker332,1632,Non-Biased,Biased,Republican,0,"A Supreme Court filing lays bare the deep chasm between prominent Republicans who believe in the rule of law and wannabe president for life Donald Trump, whose says he enjoys absolute immunity from any inquiry into his conduct."
6869,j6cLW6aT4bwRAmjtW,worker111,439,Biased,Non-biased,Democrats,0,Logging and mining operations have accelerated their destruction of sizable patches of the Amazon rainforest during the coronavirus pandemic.
6870,j6pzhDGpkPWuaujeC,worker67,10,Non-Biased,Biased,Democrats,1,"While NYC has largely tamed the lethal and highly contagious coronavirus, another epidemic is starting to rear its ugly head in the city once again — violent crimes."
6871,j79PbSP2JHxSj85cW,worker367,1453,Biased,Biased,Republican,0,"The false messages that they say convinced hundreds of New Yorkers not to vaccinate their children weren’t spread in a Facebook group or on YouTube, but through a glossy magazine written by and for Orthodox Jewish parents."
6872,j7KuPsujzNMpQQ6uX,worker105,967,Biased,Non-biased,Republican,0,"If you look at guns per capita, the United States ranks number one in the world at 120 firearms per 100 civilians."
6873,j7agTrmnpLGNiDeNz,worker26,371,Biased,Biased,Democrats,1,"Not content to recede gracefully, or even to steer clear of various conspiracies on par with fluoride and gay frogs, Miss Havisham is still at it. This time, she’s got a righteous burn for President Trump, imagining how John F. Kennedy would have sounded had he written a letter to former Soviet leader Nikita Kruschev along the lines of Trump’s recent letter to Turkish President Recep Erdogan."
6874,j7cYa4pfZ9sd9tgdT,worker142,837,Biased,Biased,Independent,1,"Let’s be clear what is happening here. Under the pretext of protesting the killing of a black man by a white police officer in Minneapolis, hard-left terror cells across the West are taking to the streets and fomenting chaos and violence with a view to overthrowing Western civilisation."
6875,j7fZnpg6pQmMifckS,worker43,512,Biased,Biased,Democrats,0,"Rep. Gaetz, known for spreading fake news, conspiracy theories and lies, and supporting the alt-right, announced to the House Judiciary Committee that undocumented immigrants are to blame for gun violence and building President Trump’s wall would reduce the violence."
6876,j7rKHvESjeqDJguY4,worker245,1404,Non-Biased,Non-biased,Democrats,0,"In other words, the agency responsible for protecting consumers now wants to make it easier for them to get stuck in a cycle of debt they can never repay."
6877,j8R3dHkoQHx59XavS,worker350,1773,Biased,Biased,Independent,1,"Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections."
6878,j8TbufyT5XEzHwRH5,worker225,425,Biased,Biased,Democrats,0,"...immigrants as criminals and eugenics, all of which were once considered fringe and extreme. White nationalists embrace white supremacist and white separatist views."
6879,j8eh2yJHxiwNa97hv,worker124,532,Biased,Biased,Democrats,0,"Throughout the anti-racism protests that have rocked the United States since the killing of George Floyd in Minneapolis on May 25, President Donald Trump and his obedient sycophants at Fox News have engaged in nonstop fear-mongering over the Antifa movement."
6880,j95xzBvjBe5HvW74g,worker285,399,Biased,Non-biased,Democrats,0,"But there’s also an intensifying global climate crisis, which carries life-changing risks for billions of people."
6881,j9Q6a9JkvkdYdzR7L,worker373,1207,Biased,Biased,Democrats,0,"Women’s rights advocates were relieved late Monday when Senate Democrats blocked an extreme anti-choice bill from advancing to a floor debate—but were soon outraged by President Donald Trump’s lies about abortion care, as well as the corporate media for enabling his blatantly false characterization of the bill to stand."
6882,j9ZrHYYeCJ629DWDb,worker321,1801,Biased,Non-biased,Democrats,1,"In the wake of the great Bronx injury epidemic of 2019, the Yankees continue to overhaul their people and processes for their training and conditioning."
6883,jAE9Apcctdm6noCCM,worker102,1108,Non-Biased,Biased,Republican,0,As the ranks of Democratic Party 2020 presidential hopefuls continue to swell and Trump’s chaotic lawlessness proliferates it’s easy to miss a deepening crisis that’s already taking a toll on millions of households and is about to get much worse.
6884,jAHqDzgywLhC2jnA7,worker196,1854,Biased,Biased,Democrats,1,"Ernst, one of the Senate’s leading government waste hawks, unveiled legislation on Wednesday that would end a carveout for millionaires to obtain a taxpayer-funded unemployment benefit during the coronavirus outbreak."
6885,jAYZEBD3hjnbPx9d7,worker222,774,Biased,Biased,Democrats,0,"Donald Trump, the latest political demagogue to employ the term as a rhetorical bludgeon against peaceful protesters, can look forward to sitting alongside Sen. Joseph McCarthy, former Alabama Gov. George Wallace, Chicago Mayor Richard J. Daley, who ordered police to attack political demonstrators at the 1968 Democratic convention, Richard Nixon and many foreign dictators in the annals of history — and if there is an afterlife, in the middle of the inferno."
6886,jBKmesuEB6mdReZt2,worker148,1066,Biased,Biased,Democrats,0,"Imagine a world where over one-half of the members in the Republican House of Representatives, including the top Republican in that caucus, sign on to a clumsy, thoroughly bogus attempt to overturn a national election based on contrived lies that add up to nothing except the fact that their man lost. "
6887,jBe9YsZoa6ezGYSR2,worker68,51,Non-Biased,Non-biased,Democrats,0,"Meanwhile, white supremacist propaganda distribution nearly tripled from 2017 to 2018, according to the ADL, which also documented a rise in racist rallies and demonstrations."
6889,jBkTRWHD5xe8qkgbQ,worker207,1960,Biased,Biased,Republican,0,"It's perverse that any other governor would follow Abbott's lead, for he presides over a health care disaster."
6890,jCYYFaDsCMobAdtux,worker132,1377,Non-Biased,Biased,Democrats,1,"The Labour politician, who has presided over an epidemic of violent crime — particularly knife crime — and the extension of London’s illegal drugs trade into surrounding areas ..."
6891,jCmgPRWJrWNahzkgo,worker134,1576,Non-Biased,Biased,Independent,0,"The targeted killing is the latest demonstration of how, two decades after the CIA spotted but was unable to kill a man they believed was al Qaeda leader Osama bin Laden in Afghanistan, the U.S. has become adept at hunting and killing its enemies, particularly in the troubled regions of the Middle East, South Asia and Africa."
6892,jD2eApZG7muKc2ieY,worker167,496,Biased,Biased,Democrats,1,Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.
6893,jDhhai2wdX79a7ZbF,worker77,437,Biased,Biased,Democrats,1,"Borrowing from Hillary Clinton, leftist Italian media have labeled those attending the pro-family Congress a “list of deplorables,” calling pro-life and pro-family advocates “neofascists” and “homophobes.”"
6894,jDtcvYztMHwZcWmev,worker331,1121,Non-Biased,Biased,Republican,1,"Following a terrible school shooting in Parkland, Florida, last year, CNN hosted an anti-gun rally that whitewashed Sheriff Scott Israel’s fatal errors."
6895,jE4squxpR3xJaD2EH,worker51,648,Biased,Biased,Democrats,0,"But the timing made the mailer less of an attack than an argument in favor of Lewis George: It arrived in mailboxes as protests over police killings of Black people, including George Floyd in Minneapolis, broke out nationwide and sparked calls for massive overhauls of police departments across the country."
6896,jE5pt6XedhAz8pmD7,worker142,1688,Biased,Biased,Independent,1,"As shown below, women are harmed by Planned Parenthood, and the vulnerable––such as sex abuse victims and the unborn––are sacrificed for profit and political advance."
6897,jEiRo2ZxyZgp85NKJ,worker364,1502,Biased,Biased,Independent,0,"In a country where gun ownership and firearms training are seen by the far right as inalienable, all-American freedoms, the military is a ripe breeding ground for disaffected men looking for individual empowerment, a sense of belonging, and just such training."
